[38.9071923, -77.0368707, 'OFFENSE', 'METHOD', 'BLOCKSITEADDRESS', 'REPORTDATETIME', 'OFFENSE : METHOD', 'BLOCKSITEADDRESS\nREPORTDATETIME'],
[38.948101, -77.088968, 'BURGLARY', 'OTHERS', '4500 - 4521 BLOCK OF 45TH STREET NW', '1/4/2013 12:26:00 AM', 'BURGLARY', '4500 - 4521 BLOCK OF 45TH STREET NW\n1/4/2013 12:26:00 AM'],
[38.9765502, -77.02941129999999, 'ASSAULT W/DANGEROUS WEAPON', 'KNIFE', '6900  - 7099 BLOCK OF GEORGIA AVENUE NW', '1/4/2013 1:28:00 AM', 'ASSAULT W/DANGEROUS WEAPON : KNIFE', '6900  - 7099 BLOCK OF GEORGIA AVENUE NW\n1/4/2013 1:28:00 AM'],
[38.9065827, -77.04195659999999, 'THEFT/OTHER', 'OTHERS', '1218 - 1299 BLOCK OF CONNECTICUT AVENUE NW', '1/4/2013 2:08:00 AM', 'THEFT/OTHER', '1218 - 1299 BLOCK OF CONNECTICUT AVENUE NW\n1/4/2013 2:08:00 AM'],
[38.9278103, -77.0261232, 'THEFT/OTHER', 'OTHERS', '900 - 1099 BLOCK OF COLUMBIA ROAD NW', '1/4/2013 2:03:00 AM', 'THEFT/OTHER', '900 - 1099 BLOCK OF COLUMBIA ROAD NW\n1/4/2013 2:03:00 AM'],
[38.8745288, -76.9732465, 'THEFT/OTHER', 'OTHERS', '2201 - 2318 BLOCK OF PENNSYLVANIA AVENUE SE', '1/4/2013 1:58:00 AM', 'THEFT/OTHER', '2201 - 2318 BLOCK OF PENNSYLVANIA AVENUE SE\n1/4/2013 1:58:00 AM'],
[38.9072456, -77.04344499999999, 'THEFT F/AUTO', 'OTHERS', '19TH STREET NW AND N STREET NW', '1/4/2013 2:31:00 AM', 'THEFT F/AUTO', '19TH STREET NW AND N STREET NW\n1/4/2013 2:31:00 AM'],
[38.93045, -76.979153, 'BURGLARY', 'OTHERS', '1800 - 1999 BLOCK OF JACKSON STREET NE', '1/4/2013 2:30:00 AM', 'BURGLARY', '1800 - 1999 BLOCK OF JACKSON STREET NE\n1/4/2013 2:30:00 AM'],
[38.9024947, -77.0162023, 'BURGLARY', 'OTHERS', '400 - 499 BLOCK OF K STREET NW', '1/4/2013 4:25:00 AM', 'BURGLARY', '400 - 499 BLOCK OF K STREET NW\n1/4/2013 4:25:00 AM'],
[38.9056409, -76.9528454, 'ASSAULT W/DANGEROUS WEAPON', 'KNIFE', '3500 - 3721 BLOCK OF HAYES STREET NE', '1/4/2013 4:44:00 AM', 'ASSAULT W/DANGEROUS WEAPON : KNIFE', '3500 - 3721 BLOCK OF HAYES STREET NE\n1/4/2013 4:44:00 AM'],
[38.8868727, -76.9838537, 'THEFT F/AUTO', 'OTHERS', '201 - 299 BLOCK OF 15TH STREET SE', '1/4/2013 4:58:00 AM', 'THEFT F/AUTO', '201 - 299 BLOCK OF 15TH STREET SE\n1/4/2013 4:58:00 AM'],
[38.90882999999999, -76.94185399999999, 'MOTOR VEHICLE THEFT', 'OTHERS', '4300 - 4399 BLOCK OF ORD STREET NE', '1/4/2013 5:06:00 AM', 'MOTOR VEHICLE THEFT', '4300 - 4399 BLOCK OF ORD STREET NE\n1/4/2013 5:06:00 AM'],
[38.905746, -76.942168, 'MOTOR VEHICLE THEFT', 'OTHERS', '1200 - 1217 BLOCK OF 42ND PLACE NE', '1/4/2013 5:40:00 AM', 'MOTOR VEHICLE THEFT', '1200 - 1217 BLOCK OF 42ND PLACE NE\n1/4/2013 5:40:00 AM'],
[38.956328, -77.024033, 'ROBBERY', 'OTHERS', '8TH STREET NW AND KENNEDY STREET NW', '1/4/2013 6:09:00 AM', 'ROBBERY', '8TH STREET NW AND KENNEDY STREET NW\n1/4/2013 6:09:00 AM'],
[38.9281109, -76.9807699, 'THEFT/OTHER', 'OTHERS', '1700 - 1799 BLOCK OF HAMLIN STREET NE', '1/4/2013 6:55:00 AM', 'THEFT/OTHER', '1700 - 1799 BLOCK OF HAMLIN STREET NE\n1/4/2013 6:55:00 AM'],
[38.930104, -77.019927, 'ROBBERY', 'KNIFE', '500 - 699 BLOCK OF KENYON STREET NW', '1/4/2013 6:42:00 AM', 'ROBBERY : KNIFE', '500 - 699 BLOCK OF KENYON STREET NW\n1/4/2013 6:42:00 AM'],
[38.925116, -77.031813, 'BURGLARY', 'OTHERS', '2701 - 2798 BLOCK OF 14TH STREET NW', '1/4/2013 7:19:00 AM', 'BURGLARY', '2701 - 2798 BLOCK OF 14TH STREET NW\n1/4/2013 7:19:00 AM'],
[38.867633, -76.95554400000002, 'THEFT F/AUTO', 'OTHERS', '3400 - 3798 BLOCK OF PENNSYLVANIA AVENUE SE', '1/4/2013 7:12:00 AM', 'THEFT F/AUTO', '3400 - 3798 BLOCK OF PENNSYLVANIA AVENUE SE\n1/4/2013 7:12:00 AM'],
[38.8935967, -76.93486089999999, 'ROBBERY', 'OTHERS', '4700 - 4899 BLOCK OF CLAY STREET NE', '1/4/2013 7:44:00 AM', 'ROBBERY', '4700 - 4899 BLOCK OF CLAY STREET NE\n1/4/2013 7:44:00 AM'],
[38.853329, -76.965391, 'BURGLARY', 'OTHERS', '3000 - 3099 BLOCK OF 30TH STREET SE', '1/4/2013 10:00:00 AM', 'BURGLARY', '3000 - 3099 BLOCK OF 30TH STREET SE\n1/4/2013 10:00:00 AM'],
[38.9072207, -77.0456844, 'THEFT F/AUTO', 'OTHERS', '2008 - 2099 BLOCK OF N STREET NW', '1/4/2013 8:10:00 AM', 'THEFT F/AUTO', '2008 - 2099 BLOCK OF N STREET NW\n1/4/2013 8:10:00 AM'],
[38.891177, -76.98203699999999, 'THEFT F/AUTO', 'OTHERS', '1600 - 1699 BLOCK OF A STREET NE', '1/4/2013 8:56:00 AM', 'THEFT F/AUTO', '1600 - 1699 BLOCK OF A STREET NE\n1/4/2013 8:56:00 AM'],
[38.883572, -76.99597399999999, 'THEFT F/AUTO', 'OTHERS', '400 - 499 BLOCK OF 7TH STREET SE', '1/4/2013 8:44:00 AM', 'THEFT F/AUTO', '400 - 499 BLOCK OF 7TH STREET SE\n1/4/2013 8:44:00 AM'],
[38.8976941, -76.97232699999999, 'MOTOR VEHICLE THEFT', 'OTHERS', '600 - 799 BLOCK OF 24TH STREET NE', '1/4/2013 9:16:00 AM', 'MOTOR VEHICLE THEFT', '600 - 799 BLOCK OF 24TH STREET NE\n1/4/2013 9:16:00 AM'],
[38.97161699999999, -77.03299799999999, 'MOTOR VEHICLE THEFT', 'OTHERS', '6707  - 6799 BLOCK OF 14TH STREET NW', '1/4/2013 9:22:00 AM', 'MOTOR VEHICLE THEFT', '6707  - 6799 BLOCK OF 14TH STREET NW\n1/4/2013 9:22:00 AM'],
[38.820951, -77.01049499999999, 'THEFT/OTHER', 'OTHERS', '4686 - 4699 BLOCK OF MARTIN LUTHER KING JR AVENUE SW', '1/4/2013 9:45:00 AM', 'THEFT/OTHER', '4686 - 4699 BLOCK OF MARTIN LUTHER KING JR AVENUE SW\n1/4/2013 9:45:00 AM'],
[38.9582464, -77.02024790000002, 'ROBBERY', 'OTHERS', '500  - 561 BLOCK OF MISSOURI AVENUE NW', '1/4/2013 10:00:00 AM', 'ROBBERY', '500  - 561 BLOCK OF MISSOURI AVENUE NW\n1/4/2013 10:00:00 AM'],
[38.9275119, -77.07201719999999, 'THEFT F/AUTO', 'OTHERS', '3600 - 3609 BLOCK OF GARFIELD STREET NW', '1/4/2013 10:03:00 AM', 'THEFT F/AUTO', '3600 - 3609 BLOCK OF GARFIELD STREET NW\n1/4/2013 10:03:00 AM'],
[38.9286428, -77.03472839999999, 'ROBBERY', 'OTHERS', '1452 - 1499 BLOCK OF IRVING STREET NW', '1/4/2013 10:16:00 AM', 'ROBBERY', '1452 - 1499 BLOCK OF IRVING STREET NW\n1/4/2013 10:16:00 AM'],
[38.9732476, -77.0184687, 'THEFT F/AUTO', 'OTHERS', '400  - 499 BLOCK OF BUTTERNUT STREET NW', '1/4/2013 10:40:00 AM', 'THEFT F/AUTO', '400  - 499 BLOCK OF BUTTERNUT STREET NW\n1/4/2013 10:40:00 AM'],
[38.912437, -77.038749, 'THEFT/OTHER', 'OTHERS', '1700 - 1749 BLOCK OF R STREET NW', '1/4/2013 11:00:00 AM', 'THEFT/OTHER', '1700 - 1749 BLOCK OF R STREET NW\n1/4/2013 11:00:00 AM'],
[38.92683299999999, -76.9632318, 'THEFT/OTHER', 'OTHERS', '2842 - 3200 BLOCK OF BLADENSBURG ROAD NE', '1/4/2013 10:13:00 AM', 'THEFT/OTHER', '2842 - 3200 BLOCK OF BLADENSBURG ROAD NE\n1/4/2013 10:13:00 AM'],
[38.923462, -76.959695, 'BURGLARY', 'OTHERS', '3234 - 3277 BLOCK OF ROBERT CLIFTON WEAVER WAY NE', '1/4/2013 10:11:00 AM', 'BURGLARY', '3234 - 3277 BLOCK OF ROBERT CLIFTON WEAVER WAY NE\n1/4/2013 10:11:00 AM'],
[38.8903656, -76.933923, 'THEFT F/AUTO', 'OTHERS', '100 - 199 BLOCK OF 48TH PLACE NE', '1/4/2013 12:00:00 PM', 'THEFT F/AUTO', '100 - 199 BLOCK OF 48TH PLACE NE\n1/4/2013 12:00:00 PM'],
[38.8973926, -77.00902049999999, 'THEFT/OTHER', 'OTHERS', '1 - 99 BLOCK OF MASSACHUSETTS AVENUE NE', '1/4/2013 11:30:00 AM', 'THEFT/OTHER', '1 - 99 BLOCK OF MASSACHUSETTS AVENUE NE\n1/4/2013 11:30:00 AM'],
[38.8609279, -77.0005151, 'THEFT/OTHER', 'OTHERS', 'EATON ROAD SE AND FIRTH STERLING AVENUE SE', '1/4/2013 11:36:00 AM', 'THEFT/OTHER', 'EATON ROAD SE AND FIRTH STERLING AVENUE SE\n1/4/2013 11:36:00 AM'],
[38.829199, -77.00767499999999, 'ROBBERY', 'GUN', 'CHESAPEAKE STREET SW AND CHESAPEAKE STREET SE', '1/4/2013 11:54:00 AM', 'ROBBERY : GUN', 'CHESAPEAKE STREET SW AND CHESAPEAKE STREET SE\n1/4/2013 11:54:00 AM'],
[38.9070597, -77.0507354, 'THEFT/OTHER', 'OTHERS', '2300 - 2399 BLOCK OF N STREET NW', '1/4/2013 1:00:00 PM', 'THEFT/OTHER', '2300 - 2399 BLOCK OF N STREET NW\n1/4/2013 1:00:00 PM'],
[38.9063019, -76.936756, 'THEFT/OTHER', 'OTHERS', '4600 - 4701 BLOCK OF MINNESOTA AVENUE NE', '1/4/2013 12:12:00 PM', 'THEFT/OTHER', '4600 - 4701 BLOCK OF MINNESOTA AVENUE NE\n1/4/2013 12:12:00 PM'],
[38.95815100000001, -77.02604099999999, 'ROBBERY', 'OTHERS', '900  - 999 BLOCK OF MADISON STREET NW', '1/4/2013 12:08:00 PM', 'ROBBERY', '900  - 999 BLOCK OF MADISON STREET NW\n1/4/2013 12:08:00 PM'],
[38.962979, -77.028228, 'THEFT F/AUTO', 'OTHERS', '6000  - 6099 BLOCK OF GEORGIA AVENUE NW', '1/4/2013 1:00:00 PM', 'THEFT F/AUTO', '6000  - 6099 BLOCK OF GEORGIA AVENUE NW\n1/4/2013 1:00:00 PM'],
[38.9508352, -77.0255068, 'THEFT/OTHER', 'OTHERS', '900  - 999 BLOCK OF FARRAGUT STREET NW', '1/4/2013 2:00:00 PM', 'THEFT/OTHER', '900  - 999 BLOCK OF FARRAGUT STREET NW\n1/4/2013 2:00:00 PM'],
[38.9137713, -76.9873574, 'THEFT F/AUTO', 'OTHERS', '1300 - 1399 BLOCK OF OKIE STREET NE', '1/4/2013 2:21:00 PM', 'THEFT F/AUTO', '1300 - 1399 BLOCK OF OKIE STREET NE\n1/4/2013 2:21:00 PM'],
[38.8597249, -76.9893602, 'MOTOR VEHICLE THEFT', 'OTHERS', '1408 - 1419 BLOCK OF HOWARD ROAD SE', '1/4/2013 1:20:00 PM', 'MOTOR VEHICLE THEFT', '1408 - 1419 BLOCK OF HOWARD ROAD SE\n1/4/2013 1:20:00 PM'],
[38.9435661, -77.0642129, 'THEFT/OTHER', 'OTHERS', '4200 - 4399 BLOCK OF CONNECTICUT AVENUE NW', '1/4/2013 2:19:00 PM', 'THEFT/OTHER', '4200 - 4399 BLOCK OF CONNECTICUT AVENUE NW\n1/4/2013 2:19:00 PM'],
[38.9046736, -77.0121973, 'MOTOR VEHICLE THEFT', 'OTHERS', '100 - 199 BLOCK OF PIERCE STREET NW', '1/4/2013 2:59:00 PM', 'MOTOR VEHICLE THEFT', '100 - 199 BLOCK OF PIERCE STREET NW\n1/4/2013 2:59:00 PM'],
[38.9134028, -77.0529737, 'THEFT/OTHER', 'OTHERS', '2400 - 2422 BLOCK OF MASSACHUSETTS AVENUE NW', '1/4/2013 3:00:00 PM', 'THEFT/OTHER', '2400 - 2422 BLOCK OF MASSACHUSETTS AVENUE NW\n1/4/2013 3:00:00 PM'],
[38.9388955, -77.0168755, 'THEFT/OTHER', 'OTHERS', '400  - 499 BLOCK OF RANDOLPH STREET NW', '1/4/2013 2:43:00 PM', 'THEFT/OTHER', '400  - 499 BLOCK OF RANDOLPH STREET NW\n1/4/2013 2:43:00 PM'],
[38.9223899, -77.0211084, 'THEFT F/AUTO', 'OTHERS', '2390 - 2699 BLOCK OF 6TH STREET NW', '1/4/2013 3:06:00 PM', 'THEFT F/AUTO', '2390 - 2699 BLOCK OF 6TH STREET NW\n1/4/2013 3:06:00 PM'],
[38.902561, -76.97525999999999, 'BURGLARY', 'OTHERS', '1926 - 2099 BLOCK OF I STREET NE', '1/4/2013 2:27:00 PM', 'BURGLARY', '1926 - 2099 BLOCK OF I STREET NE\n1/4/2013 2:27:00 PM'],
[38.8980092, -77.0285181, 'THEFT/OTHER', 'OTHERS', '1200 - 1299 BLOCK OF G STREET NW', '1/4/2013 4:20:00 PM', 'THEFT/OTHER', '1200 - 1299 BLOCK OF G STREET NW\n1/4/2013 4:20:00 PM'],
[38.9650747, -77.02798609999999, 'THEFT F/AUTO', 'OTHERS', '6200  - 6299 BLOCK OF GEORGIA AVENUE NW', '1/4/2013 4:00:00 PM', 'THEFT F/AUTO', '6200  - 6299 BLOCK OF GEORGIA AVENUE NW\n1/4/2013 4:00:00 PM'],
[38.890105, -76.998263, 'THEFT F/AUTO', 'OTHERS', '600 - 699 BLOCK OF EAST CAPITOL STREET', '1/4/2013 3:15:00 PM', 'THEFT F/AUTO', '600 - 699 BLOCK OF EAST CAPITOL STREET\n1/4/2013 3:15:00 PM'],
[38.8479912, -76.97085969999999, 'ASSAULT W/DANGEROUS WEAPON', 'OTHERS', '3400 - 3499 BLOCK OF 23RD STREET SE', '1/4/2013 3:25:00 PM', 'ASSAULT W/DANGEROUS WEAPON', '3400 - 3499 BLOCK OF 23RD STREET SE\n1/4/2013 3:25:00 PM'],
[38.82946099999999, -76.993599, 'ROBBERY', 'OTHERS', '808 - 899 BLOCK OF CHESAPEAKE STREET SE', '1/4/2013 4:30:00 PM', 'ROBBERY', '808 - 899 BLOCK OF CHESAPEAKE STREET SE\n1/4/2013 4:30:00 PM'],
[38.882532, -76.98987799999999, 'THEFT/OTHER', 'OTHERS', '500 - 503 BLOCK OF 12TH STREET SE', '1/4/2013 3:41:00 PM', 'THEFT/OTHER', '500 - 503 BLOCK OF 12TH STREET SE\n1/4/2013 3:41:00 PM'],
[38.9163257, -77.04166819999999, 'THEFT/OTHER', 'OTHERS', '1924 - 1937 BLOCK OF 18TH STREET NW', '1/4/2013 4:05:00 PM', 'THEFT/OTHER', '1924 - 1937 BLOCK OF 18TH STREET NW\n1/4/2013 4:05:00 PM'],
[38.90078, -77.03535099999999, 'THEFT/OTHER', 'OTHERS', '800 - 899 BLOCK OF VERMONT AVENUE NW', '1/4/2013 4:08:00 PM', 'THEFT/OTHER', '800 - 899 BLOCK OF VERMONT AVENUE NW\n1/4/2013 4:08:00 PM'],
[38.9627238, -77.01051749999999, 'MOTOR VEHICLE THEFT', 'OTHERS', '6000  - 6129 BLOCK OF KANSAS AVENUE NW', '1/4/2013 4:09:00 PM', 'MOTOR VEHICLE THEFT', '6000  - 6129 BLOCK OF KANSAS AVENUE NW\n1/4/2013 4:09:00 PM'],
[38.91829260000001, -77.0272976, 'THEFT/OTHER', 'OTHERS', '2100 - 2199 BLOCK OF 11TH STREET NW', '1/4/2013 3:51:00 PM', 'THEFT/OTHER', '2100 - 2199 BLOCK OF 11TH STREET NW\n1/4/2013 3:51:00 PM'],
[38.8826987, -76.99616019999999, 'THEFT F/AUTO', 'OTHERS', '500 - 599 BLOCK OF 7TH STREET SE', '1/4/2013 4:29:00 PM', 'THEFT F/AUTO', '500 - 599 BLOCK OF 7TH STREET SE\n1/4/2013 4:29:00 PM'],
[38.9666974, -77.0199069, 'BURGLARY', 'OTHERS', '500  - 699 BLOCK OF SOMERSET PLACE NW', '1/4/2013 5:04:00 PM', 'BURGLARY', '500  - 699 BLOCK OF SOMERSET PLACE NW\n1/4/2013 5:04:00 PM'],
[38.882532, -76.98987799999999, 'THEFT/OTHER', 'OTHERS', '500 - 503 BLOCK OF 12TH STREET SE', '1/4/2013 4:52:00 PM', 'THEFT/OTHER', '500 - 503 BLOCK OF 12TH STREET SE\n1/4/2013 4:52:00 PM'],
[38.882532, -76.98987799999999, 'THEFT/OTHER', 'OTHERS', '500 - 503 BLOCK OF 12TH STREET SE', '1/4/2013 4:53:00 PM', 'THEFT/OTHER', '500 - 503 BLOCK OF 12TH STREET SE\n1/4/2013 4:53:00 PM'],
[38.9157404, -77.0206534, 'THEFT F/AUTO', 'OTHERS', '500 - 599 BLOCK OF FLORIDA AVENUE NW', '1/4/2013 4:45:00 PM', 'THEFT F/AUTO', '500 - 599 BLOCK OF FLORIDA AVENUE NW\n1/4/2013 4:45:00 PM'],
[38.8609577, -76.9666743, 'THEFT/OTHER', 'OTHERS', '2800 - 2999 BLOCK OF ALABAMA AVENUE SE', '1/4/2013 5:10:00 PM', 'THEFT/OTHER', '2800 - 2999 BLOCK OF ALABAMA AVENUE SE\n1/4/2013 5:10:00 PM'],
[38.9631596, -77.0071009, 'THEFT F/AUTO', 'OTHERS', '5900  - 5999 BLOCK OF SLIGO MILL ROAD NE', '1/4/2013 5:15:00 PM', 'THEFT F/AUTO', '5900  - 5999 BLOCK OF SLIGO MILL ROAD NE\n1/4/2013 5:15:00 PM'],
[38.91582349999999, -77.0280987, 'THEFT F/AUTO', 'OTHERS', '1900 - 1999 BLOCK OF 12TH STREET NW', '1/4/2013 5:04:00 PM', 'THEFT F/AUTO', '1900 - 1999 BLOCK OF 12TH STREET NW\n1/4/2013 5:04:00 PM'],
[38.915976, -77.0173585, 'ROBBERY', 'GUN', '1900 - 1919 BLOCK OF 4TH STREET NW', '1/4/2013 4:03:00 PM', 'ROBBERY : GUN', '1900 - 1919 BLOCK OF 4TH STREET NW\n1/4/2013 4:03:00 PM'],
[38.927979, -76.988017, 'BURGLARY', 'OTHERS', '1300 - 1399 BLOCK OF HAMLIN STREET NE', '1/4/2013 5:59:00 PM', 'BURGLARY', '1300 - 1399 BLOCK OF HAMLIN STREET NE\n1/4/2013 5:59:00 PM'],
[38.9353084, -77.0360961, 'THEFT/OTHER', 'OTHERS', '3517 - 3648 BLOCK OF 16TH STREET NW', '1/4/2013 6:50:00 PM', 'THEFT/OTHER', '3517 - 3648 BLOCK OF 16TH STREET NW\n1/4/2013 6:50:00 PM'],
[38.9111065, -77.0487823, 'THEFT/OTHER', 'OTHERS', '2202 - 2299 BLOCK OF Q STREET NW', '1/4/2013 6:36:00 PM', 'THEFT/OTHER', '2202 - 2299 BLOCK OF Q STREET NW\n1/4/2013 6:36:00 PM'],
[38.92074909999999, -77.0422143, 'THEFT/OTHER', 'OTHERS', '2400 - 2499 BLOCK OF 18TH STREET NW', '1/4/2013 6:00:00 PM', 'THEFT/OTHER', '2400 - 2499 BLOCK OF 18TH STREET NW\n1/4/2013 6:00:00 PM'],
[38.9543284, -77.0242719, 'ROBBERY', 'OTHERS', '5300  - 5399 BLOCK OF 8TH STREET NW', '1/4/2013 7:40:00 PM', 'ROBBERY', '5300  - 5399 BLOCK OF 8TH STREET NW\n1/4/2013 7:40:00 PM'],
[38.8993815, -76.9458119, 'ROBBERY', 'GUN', '4122 - 4131 BLOCK OF MINNESOTA AVENUE NE', '1/4/2013 5:56:00 PM', 'ROBBERY : GUN', '4122 - 4131 BLOCK OF MINNESOTA AVENUE NE\n1/4/2013 5:56:00 PM'],
[38.8434779, -76.9981762, 'THEFT/OTHER', 'OTHERS', '3100 - 3119 BLOCK OF MARTIN LUTHER KING JR AVENUE SE', '1/4/2013 7:18:00 PM', 'THEFT/OTHER', '3100 - 3119 BLOCK OF MARTIN LUTHER KING JR AVENUE SE\n1/4/2013 7:18:00 PM'],
[38.83493199999999, -76.99125099999999, 'BURGLARY', 'OTHERS', '4000 - 4016 BLOCK OF WHEELER ROAD SE', '1/4/2013 7:11:00 PM', 'BURGLARY', '4000 - 4016 BLOCK OF WHEELER ROAD SE\n1/4/2013 7:11:00 PM'],
[38.885808, -76.957236, 'BURGLARY', 'OTHERS', '300 - 319 BLOCK OF 34TH STREET SE', '1/4/2013 6:05:00 PM', 'BURGLARY', '300 - 319 BLOCK OF 34TH STREET SE\n1/4/2013 6:05:00 PM'],
[38.9692269, -77.0273449, 'THEFT/OTHER', 'OTHERS', '6500  - 6599 BLOCK OF GEORGIA AVENUE NW', '1/4/2013 8:04:00 PM', 'THEFT/OTHER', '6500  - 6599 BLOCK OF GEORGIA AVENUE NW\n1/4/2013 8:04:00 PM'],
[38.84402, -77.0006736, 'THEFT/OTHER', 'OTHERS', 'ESTHER PLACE SE AND RALEIGH STREET SE', '1/4/2013 8:22:00 PM', 'THEFT/OTHER', 'ESTHER PLACE SE AND RALEIGH STREET SE\n1/4/2013 8:22:00 PM'],
[38.9689644, -77.0273704, 'ROBBERY', 'OTHERS', '1200  - 1299 BLOCK OF UNDERWOOD STREET NW', '1/4/2013 9:12:00 PM', 'ROBBERY', '1200  - 1299 BLOCK OF UNDERWOOD STREET NW\n1/4/2013 9:12:00 PM'],
[38.90629149999999, -77.0096125, 'MOTOR VEHICLE THEFT', 'OTHERS', '1200 - 1499 BLOCK OF NORTH CAPITOL STREET', '1/4/2013 7:57:00 PM', 'MOTOR VEHICLE THEFT', '1200 - 1499 BLOCK OF NORTH CAPITOL STREET\n1/4/2013 7:57:00 PM'],
[38.9229602, -77.03164890000001, 'MOTOR VEHICLE THEFT', 'OTHERS', '2511 - 2598 BLOCK OF 14TH STREET NW', '1/4/2013 8:47:00 PM', 'MOTOR VEHICLE THEFT', '2511 - 2598 BLOCK OF 14TH STREET NW\n1/4/2013 8:47:00 PM'],
[38.879015, -76.9855073, 'ROBBERY', 'GUN', '14TH STREET SE AND IVES PLACE SE', '1/4/2013 8:12:00 PM', 'ROBBERY : GUN', '14TH STREET SE AND IVES PLACE SE\n1/4/2013 8:12:00 PM'],
[38.8968838, -76.99151979999999, 'THEFT/OTHER', 'OTHERS', '1100 - 1199 BLOCK OF MARYLAND AVENUE NE', '1/4/2013 9:26:00 PM', 'THEFT/OTHER', '1100 - 1199 BLOCK OF MARYLAND AVENUE NE\n1/4/2013 9:26:00 PM'],
[38.9049509, -77.063, 'THEFT/OTHER', 'OTHERS', '3200 - 3275 BLOCK OF M STREET NW', '1/4/2013 9:39:00 PM', 'THEFT/OTHER', '3200 - 3275 BLOCK OF M STREET NW\n1/4/2013 9:39:00 PM'],
[38.8876036, -76.9789789, 'ROBBERY', 'OTHERS', '1800 - 1899 BLOCK OF INDEPENDENCE AVENUE SE', '1/4/2013 9:32:00 PM', 'ROBBERY', '1800 - 1899 BLOCK OF INDEPENDENCE AVENUE SE\n1/4/2013 9:32:00 PM'],
[38.9288038, -77.0261785, 'THEFT F/AUTO', 'OTHERS', '700 - 999 BLOCK OF IRVING STREET NW', '1/4/2013 10:57:00 PM', 'THEFT F/AUTO', '700 - 999 BLOCK OF IRVING STREET NW\n1/4/2013 10:57:00 PM'],
[38.876827, -76.967356, 'THEFT F/AUTO', 'OTHERS', '2900 - 2943 BLOCK OF NELSON PLACE SE', '1/4/2013 10:12:00 PM', 'THEFT F/AUTO', '2900 - 2943 BLOCK OF NELSON PLACE SE\n1/4/2013 10:12:00 PM'],
[38.9275107, -77.0325225, 'ROBBERY', 'GUN', '1400 - 1499 BLOCK OF COLUMBIA ROAD NW', '1/4/2013 9:43:00 PM', 'ROBBERY : GUN', '1400 - 1499 BLOCK OF COLUMBIA ROAD NW\n1/4/2013 9:43:00 PM'],
[38.979552, -77.025635, 'MOTOR VEHICLE THEFT', 'OTHERS', '7400  - 7499 BLOCK OF 9TH STREET NW', '1/4/2013 10:04:00 PM', 'MOTOR VEHICLE THEFT', '7400  - 7499 BLOCK OF 9TH STREET NW\n1/4/2013 10:04:00 PM'],
[38.913146, -77.02451599999999, 'MOTOR VEHICLE THEFT', 'OTHERS', '900 - 999 BLOCK OF FRENCH STREET NW', '1/4/2013 10:08:00 PM', 'MOTOR VEHICLE THEFT', '900 - 999 BLOCK OF FRENCH STREET NW\n1/4/2013 10:08:00 PM'],
[38.9070203, -77.02857110000001, 'MOTOR VEHICLE THEFT', 'OTHERS', '1200 - 1299 BLOCK OF N STREET NW', '1/4/2013 11:14:00 PM', 'MOTOR VEHICLE THEFT', '1200 - 1299 BLOCK OF N STREET NW\n1/4/2013 11:14:00 PM'],
[38.9556761, -77.0008969, 'ROBBERY', 'OTHERS', '5500 - 5599 BLOCK OF SOUTH DAKOTA AVENUE NE', '1/4/2013 10:23:00 PM', 'ROBBERY', '5500 - 5599 BLOCK OF SOUTH DAKOTA AVENUE NE\n1/4/2013 10:23:00 PM'],
[38.872816, -77.009683, 'ASSAULT W/DANGEROUS WEAPON', 'GUN', '1400 - 1499 BLOCK OF CARROLLSBURG PLACE SW', '1/5/2013 12:04:00 AM', 'ASSAULT W/DANGEROUS WEAPON : GUN', '1400 - 1499 BLOCK OF CARROLLSBURG PLACE SW\n1/5/2013 12:04:00 AM'],
[38.8219237, -77.0072248, 'BURGLARY', 'OTHERS', '4700 - 4799 BLOCK OF SOUTH CAPITOL TERRACE SW', '1/5/2013 2:38:00 AM', 'BURGLARY', '4700 - 4799 BLOCK OF SOUTH CAPITOL TERRACE SW\n1/5/2013 2:38:00 AM'],
[38.88536680000001, -76.9789759, 'ROBBERY', 'GUN', '1800 - 1899 BLOCK OF C STREET SE', '1/4/2013 11:30:00 PM', 'ROBBERY : GUN', '1800 - 1899 BLOCK OF C STREET SE\n1/4/2013 11:30:00 PM'],
[38.9056409, -76.9528454, 'ASSAULT W/DANGEROUS WEAPON', 'KNIFE', '3500 - 3721 BLOCK OF HAYES STREET NE', '1/4/2013 11:48:00 PM', 'ASSAULT W/DANGEROUS WEAPON : KNIFE', '3500 - 3721 BLOCK OF HAYES STREET NE\n1/4/2013 11:48:00 PM'],
[38.904596, -76.94149999999999, 'ROBBERY', 'GUN', 'LANE PLACE NE AND KENILWORTH AVENUE NE', '1/4/2013 11:49:00 PM', 'ROBBERY : GUN', 'LANE PLACE NE AND KENILWORTH AVENUE NE\n1/4/2013 11:49:00 PM'],
[38.8973466, -76.9854694, 'ROBBERY', 'OTHERS', '1400 - 1424 BLOCK OF F STREET NE', '1/4/2013 11:35:00 PM', 'ROBBERY', '1400 - 1424 BLOCK OF F STREET NE\n1/4/2013 11:35:00 PM'],
[38.9795858, -77.0266568, 'THEFT/OTHER', 'OTHERS', '7400  - 7599 BLOCK OF GEORGIA AVENUE NW', '1/5/2013 12:24:00 AM', 'THEFT/OTHER', '7400  - 7599 BLOCK OF GEORGIA AVENUE NW\n1/5/2013 12:24:00 AM'],
