[38.9071923, -77.0368707, 'OFFENSE', 'METHOD', 'BLOCKSITEADDRESS', 'REPORTDATETIME', 'OFFENSE : METHOD', 'BLOCKSITEADDRESS\nREPORTDATETIME'],
[38.9050331, -77.0613113, 'THEFT/OTHER', 'OTHERS', '3100 - 3199 BLOCK OF M STREET NW', '1/7/2013 2:51:00 PM', 'THEFT/OTHER', '3100 - 3199 BLOCK OF M STREET NW\n1/7/2013 2:51:00 PM'],
[38.90212229999999, -77.0349849, 'THEFT/OTHER', 'OTHERS', '1500 - 1599 BLOCK OF K STREET NW', '1/7/2013 3:23:00 PM', 'THEFT/OTHER', '1500 - 1599 BLOCK OF K STREET NW\n1/7/2013 3:23:00 PM'],
[38.9224322, -77.0270544, 'ARSON', 'OTHERS', '2500 - 2599 BLOCK OF 11TH STREET NW', '1/7/2013 2:52:00 PM', 'ARSON', '2500 - 2599 BLOCK OF 11TH STREET NW\n1/7/2013 2:52:00 PM'],
[38.956863, -77.07161599999999, 'THEFT F/AUTO', 'OTHERS', '3700 - 3799 BLOCK OF HARRISON STREET NW', '1/7/2013 4:30:00 PM', 'THEFT F/AUTO', '3700 - 3799 BLOCK OF HARRISON STREET NW\n1/7/2013 4:30:00 PM'],
[38.906827, -76.9989669, 'THEFT F/AUTO', 'OTHERS', '500 - 599 BLOCK OF FLORIDA AVENUE NE', '1/7/2013 7:49:00 PM', 'THEFT F/AUTO', '500 - 599 BLOCK OF FLORIDA AVENUE NE\n1/7/2013 7:49:00 PM'],
[38.91670879999999, -77.0681018, 'THEFT/OTHER', 'OTHERS', '2001 - 2112 BLOCK OF WISCONSIN AVENUE NW', '1/7/2013 3:57:00 PM', 'THEFT/OTHER', '2001 - 2112 BLOCK OF WISCONSIN AVENUE NW\n1/7/2013 3:57:00 PM'],
[38.8824759, -76.92872, 'BURGLARY', 'OTHERS', '5100 - 5299 BLOCK OF E STREET SE', '1/7/2013 3:57:00 PM', 'BURGLARY', '5100 - 5299 BLOCK OF E STREET SE\n1/7/2013 3:57:00 PM'],
[38.9016522, -76.92443759999999, 'ROBBERY', 'OTHERS', '5300 - 5399 BLOCK OF JAY STREET NE', '1/7/2013 3:40:00 PM', 'ROBBERY', '5300 - 5399 BLOCK OF JAY STREET NE\n1/7/2013 3:40:00 PM'],
[38.9312479, -77.03054300000001, 'THEFT/OTHER', 'OTHERS', '1325 - 1399 BLOCK OF PARK ROAD NW', '1/7/2013 4:05:00 PM', 'THEFT/OTHER', '1325 - 1399 BLOCK OF PARK ROAD NW\n1/7/2013 4:05:00 PM'],
[38.83631, -77.0007596, 'THEFT/OTHER', 'OTHERS', '400 - 599 BLOCK OF MISSISSIPPI AVENUE SE', '1/7/2013 3:59:00 PM', 'THEFT/OTHER', '400 - 599 BLOCK OF MISSISSIPPI AVENUE SE\n1/7/2013 3:59:00 PM'],
[38.883942, -76.98338799999999, 'THEFT/OTHER', 'OTHERS', '400 - 499 BLOCK OF 15TH STREET SE', '1/7/2013 4:53:00 PM', 'THEFT/OTHER', '400 - 499 BLOCK OF 15TH STREET SE\n1/7/2013 4:53:00 PM'],
[38.9132906, -77.0189146, 'THEFT/OTHER', 'OTHERS', '500 - 799 BLOCK OF RHODE ISLAND AVENUE NE', '1/7/2013 5:09:00 PM', 'THEFT/OTHER', '500 - 799 BLOCK OF RHODE ISLAND AVENUE NE\n1/7/2013 5:09:00 PM'],
[38.942952, -77.06942699999999, 'BURGLARY', 'OTHERS', '3520 - 3699 BLOCK OF VAN NESS STREET NW', '1/7/2013 4:49:00 PM', 'BURGLARY', '3520 - 3699 BLOCK OF VAN NESS STREET NW\n1/7/2013 4:49:00 PM'],
[38.8525813, -76.9807816, 'BURGLARY', 'OTHERS', '3040 - 3099 BLOCK OF STANTON ROAD SE', '1/7/2013 5:55:00 PM', 'BURGLARY', '3040 - 3099 BLOCK OF STANTON ROAD SE\n1/7/2013 5:55:00 PM'],
[38.898248, -76.979389, 'BURGLARY', 'OTHERS', '1700 - 1799 BLOCK OF GALES STREET NE', '1/7/2013 5:18:00 PM', 'BURGLARY', '1700 - 1799 BLOCK OF GALES STREET NE\n1/7/2013 5:18:00 PM'],
[38.9107904, -77.0812474, 'THEFT/OTHER', 'OTHERS', '1600 - 1619 BLOCK OF 44TH STREET NW', '1/7/2013 5:39:00 PM', 'THEFT/OTHER', '1600 - 1619 BLOCK OF 44TH STREET NW\n1/7/2013 5:39:00 PM'],
[38.899237, -76.942409, 'THEFT F/AUTO', 'OTHERS', '4200 - 4399 BLOCK OF GAULT PLACE NE', '1/7/2013 5:08:00 PM', 'THEFT F/AUTO', '4200 - 4399 BLOCK OF GAULT PLACE NE\n1/7/2013 5:08:00 PM'],
[38.89537, -76.94214, 'ASSAULT W/DANGEROUS WEAPON', 'KNIFE', '4200 - 4399 BLOCK OF DIX STREET NE', '1/7/2013 6:10:00 PM', 'ASSAULT W/DANGEROUS WEAPON : KNIFE', '4200 - 4399 BLOCK OF DIX STREET NE\n1/7/2013 6:10:00 PM'],
[38.899489, -76.9762271, 'ROBBERY', 'GUN', '19TH STREET NE AND BENNETT PLACE NE', '1/7/2013 6:25:00 PM', 'ROBBERY : GUN', '19TH STREET NE AND BENNETT PLACE NE\n1/7/2013 6:25:00 PM'],
[38.8857053, -76.9976274, 'THEFT/OTHER', 'OTHERS', '600 - 669 BLOCK OF PENNSYLVANIA AVENUE SE', '1/7/2013 6:29:00 PM', 'THEFT/OTHER', '600 - 669 BLOCK OF PENNSYLVANIA AVENUE SE\n1/7/2013 6:29:00 PM'],
[38.8837117, -76.9949539, 'THEFT/OTHER', 'OTHERS', '400 - 499 BLOCK OF 8TH STREET SE', '1/7/2013 7:30:00 PM', 'THEFT/OTHER', '400 - 499 BLOCK OF 8TH STREET SE\n1/7/2013 7:30:00 PM'],
[38.9348171, -77.0828442, 'THEFT/OTHER', 'OTHERS', '4200 - 4349 BLOCK OF MASSACHUSETTS AVENUE NW', '1/7/2013 6:53:00 PM', 'THEFT/OTHER', '4200 - 4349 BLOCK OF MASSACHUSETTS AVENUE NW\n1/7/2013 6:53:00 PM'],
[38.9015306, -76.9807908, 'THEFT/OTHER', 'OTHERS', '1600 - 1699 BLOCK OF MARYLAND AVENUE NE', '1/7/2013 7:28:00 PM', 'THEFT/OTHER', '1600 - 1699 BLOCK OF MARYLAND AVENUE NE\n1/7/2013 7:28:00 PM'],
[38.88186, -76.93576, 'THEFT F/AUTO', 'OTHERS', '600 - 699 BLOCK OF 46TH PLACE SE', '1/7/2013 6:45:00 PM', 'THEFT F/AUTO', '600 - 699 BLOCK OF 46TH PLACE SE\n1/7/2013 6:45:00 PM'],
[38.9247534, -76.9622418, 'BURGLARY', 'OTHERS', '3100 - 3199 BLOCK OF APPLE ROAD NE', '1/7/2013 9:04:00 PM', 'BURGLARY', '3100 - 3199 BLOCK OF APPLE ROAD NE\n1/7/2013 9:04:00 PM'],
[38.9626965, -77.0297476, 'ROBBERY', 'OTHERS', '1300  - 1327 BLOCK OF PEABODY STREET NW', '1/7/2013 8:12:00 PM', 'ROBBERY', '1300  - 1327 BLOCK OF PEABODY STREET NW\n1/7/2013 8:12:00 PM'],
[38.887892, -76.92760299999999, 'ROBBERY', 'GUN', '5100 - 5299 BLOCK OF A STREET SE', '1/7/2013 7:23:00 PM', 'ROBBERY : GUN', '5100 - 5299 BLOCK OF A STREET SE\n1/7/2013 7:23:00 PM'],
[38.91186070000001, -77.0065128, 'BURGLARY', 'OTHERS', '100 - 199 BLOCK OF QUINCY PLACE NE', '1/7/2013 7:26:00 PM', 'BURGLARY', '100 - 199 BLOCK OF QUINCY PLACE NE\n1/7/2013 7:26:00 PM'],
[38.9002147, -76.9984234, 'THEFT/OTHER', 'OTHERS', '600 - 699 BLOCK OF H STREET NE', '1/7/2013 8:01:00 PM', 'THEFT/OTHER', '600 - 699 BLOCK OF H STREET NE\n1/7/2013 8:01:00 PM'],
[38.922366, -76.966534, 'MOTOR VEHICLE THEFT', 'OTHERS', 'CHANNING STREET NE AND 30TH STREET NE', '1/7/2013 7:45:00 PM', 'MOTOR VEHICLE THEFT', 'CHANNING STREET NE AND 30TH STREET NE\n1/7/2013 7:45:00 PM'],
[38.9450564, -77.0388151, 'ROBBERY', 'OTHERS', '1700  - 1789 BLOCK OF ALLISON STREET NW', '1/7/2013 8:30:00 PM', 'ROBBERY', '1700  - 1789 BLOCK OF ALLISON STREET NW\n1/7/2013 8:30:00 PM'],
[38.89679539999999, -76.9425964, 'BURGLARY', 'OTHERS', '4200 - 4399 BLOCK OF EDSON PLACE NE', '1/7/2013 8:53:00 PM', 'BURGLARY', '4200 - 4399 BLOCK OF EDSON PLACE NE\n1/7/2013 8:53:00 PM'],
[38.949495, -77.07932199999999, 'THEFT/OTHER', 'OTHERS', '4000 - 4099 BLOCK OF BRANDYWINE STREET NW', '1/7/2013 9:24:00 PM', 'THEFT/OTHER', '4000 - 4099 BLOCK OF BRANDYWINE STREET NW\n1/7/2013 9:24:00 PM'],
[38.9650747, -77.02798609999999, 'ROBBERY', 'OTHERS', '6200  - 6299 BLOCK OF GEORGIA AVENUE NW', '1/7/2013 9:40:00 PM', 'ROBBERY', '6200  - 6299 BLOCK OF GEORGIA AVENUE NW\n1/7/2013 9:40:00 PM'],
[38.8267969, -77.0004572, 'THEFT/OTHER', 'OTHERS', '4230 - 4299 BLOCK OF 4TH STREET SE', '1/8/2013 3:43:00 AM', 'THEFT/OTHER', '4230 - 4299 BLOCK OF 4TH STREET SE\n1/8/2013 3:43:00 AM'],
[38.9614556, -77.0281581, 'THEFT/OTHER', 'OTHERS', '1210  - 1299 BLOCK OF ROCK CREEK FORD ROAD NW', '1/7/2013 10:19:00 PM', 'THEFT/OTHER', '1210  - 1299 BLOCK OF ROCK CREEK FORD ROAD NW\n1/7/2013 10:19:00 PM'],
[38.933828, -76.99081199999999, 'ROBBERY', 'GUN', '1200 - 1299 BLOCK OF NEWTON STREET NE', '1/7/2013 11:04:00 PM', 'ROBBERY : GUN', '1200 - 1299 BLOCK OF NEWTON STREET NE\n1/7/2013 11:04:00 PM'],
[38.902723, -76.922804, 'ASSAULT W/DANGEROUS WEAPON', 'KNIFE', '934 - 1099 BLOCK OF EASTERN AVENUE NE', '1/7/2013 11:32:00 PM', 'ASSAULT W/DANGEROUS WEAPON : KNIFE', '934 - 1099 BLOCK OF EASTERN AVENUE NE\n1/7/2013 11:32:00 PM'],
[38.9435661, -77.0642129, 'BURGLARY', 'OTHERS', '4200 - 4399 BLOCK OF CONNECTICUT AVENUE NW', '1/7/2013 10:44:00 PM', 'BURGLARY', '4200 - 4399 BLOCK OF CONNECTICUT AVENUE NW\n1/7/2013 10:44:00 PM'],
[38.92533450000001, -77.0354633, 'ROBBERY', 'OTHERS', '2800 - 2819 BLOCK OF 15TH STREET NW', '1/7/2013 11:20:00 PM', 'ROBBERY', '2800 - 2819 BLOCK OF 15TH STREET NW\n1/7/2013 11:20:00 PM'],
[38.91949049999999, -77.028851, 'ROBBERY', 'GUN', '2200 - 2299 BLOCK OF 12TH PLACE NW', '1/8/2013 12:45:00 AM', 'ROBBERY : GUN', '2200 - 2299 BLOCK OF 12TH PLACE NW\n1/8/2013 12:45:00 AM'],
[38.910467, -77.0469354, 'THEFT/OTHER', 'OTHERS', '2100 - 2119 BLOCK OF MASSACHUSETTS AVENUE NW', '1/8/2013 12:39:00 AM', 'THEFT/OTHER', '2100 - 2119 BLOCK OF MASSACHUSETTS AVENUE NW\n1/8/2013 12:39:00 AM'],
[38.8638616, -76.983937, 'ROBBERY', 'GUN', '1500 - 1599 BLOCK OF W STREET SE', '1/8/2013 1:34:00 AM', 'ROBBERY : GUN', '1500 - 1599 BLOCK OF W STREET SE\n1/8/2013 1:34:00 AM'],
[38.9047579, -77.0385007, 'THEFT F/AUTO', 'OTHERS', '17TH STREET NW AND DE SALES STREET NW', '1/8/2013 3:46:00 AM', 'THEFT F/AUTO', '17TH STREET NW AND DE SALES STREET NW\n1/8/2013 3:46:00 AM'],
[38.8975579, -76.999312, 'MOTOR VEHICLE THEFT', 'OTHERS', '500 - 599 BLOCK OF F STREET NE', '1/8/2013 4:22:00 AM', 'MOTOR VEHICLE THEFT', '500 - 599 BLOCK OF F STREET NE\n1/8/2013 4:22:00 AM'],
[38.897373, -76.9984666, 'THEFT F/AUTO', 'OTHERS', '600 - 623 BLOCK OF 6TH STREET NE', '1/8/2013 5:07:00 AM', 'THEFT F/AUTO', '600 - 623 BLOCK OF 6TH STREET NE\n1/8/2013 5:07:00 AM'],
[38.971264, -77.024811, 'MOTOR VEHICLE THEFT', 'OTHERS', '800  - 899 BLOCK OF WHITTIER PLACE NW', '1/8/2013 5:44:00 AM', 'MOTOR VEHICLE THEFT', '800  - 899 BLOCK OF WHITTIER PLACE NW\n1/8/2013 5:44:00 AM'],
[38.8902791, -76.93654699999999, 'ROBBERY', 'OTHERS', '4600 - 4615 BLOCK OF CENTRAL AVENUE NE', '1/8/2013 6:49:00 AM', 'ROBBERY', '4600 - 4615 BLOCK OF CENTRAL AVENUE NE\n1/8/2013 6:49:00 AM'],
[38.906703, -77.012683, 'BURGLARY', 'OTHERS', '100 - 199 BLOCK OF N STREET NW', '1/8/2013 7:44:00 AM', 'BURGLARY', '100 - 199 BLOCK OF N STREET NW\n1/8/2013 7:44:00 AM'],
[38.858888, -76.9681741, 'BURGLARY', 'OTHERS', '2700 - 2747 BLOCK OF NAYLOR ROAD SE', '1/8/2013 6:52:00 AM', 'BURGLARY', '2700 - 2747 BLOCK OF NAYLOR ROAD SE\n1/8/2013 6:52:00 AM'],
[38.9000127, -77.0167864, 'THEFT/OTHER', 'OTHERS', '400 - 457 BLOCK OF MASSACHUSETTS AVENUE NW', '1/8/2013 8:55:00 AM', 'THEFT/OTHER', '400 - 457 BLOCK OF MASSACHUSETTS AVENUE NW\n1/8/2013 8:55:00 AM'],
[38.9386831, -77.02408729999999, 'THEFT F/AUTO', 'OTHERS', '800  - 899 BLOCK OF RANDOLPH STREET NW', '1/8/2013 9:05:00 AM', 'THEFT F/AUTO', '800  - 899 BLOCK OF RANDOLPH STREET NW\n1/8/2013 9:05:00 AM'],
[38.881503, -76.99930200000001, 'THEFT/OTHER', 'OTHERS', '500 - 599 BLOCK OF G STREET SE', '1/8/2013 9:37:00 AM', 'THEFT/OTHER', '500 - 599 BLOCK OF G STREET SE\n1/8/2013 9:37:00 AM'],
[38.92655269999999, -77.0324195, 'ROBBERY', 'OTHERS', '1400 - 1499 BLOCK OF HARVARD STREET NW', '1/8/2013 10:50:00 AM', 'ROBBERY', '1400 - 1499 BLOCK OF HARVARD STREET NW\n1/8/2013 10:50:00 AM'],
[38.9140811, -77.0325874, 'THEFT F/AUTO', 'OTHERS', '1400 - 1429 BLOCK OF S STREET NW', '1/8/2013 10:00:00 AM', 'THEFT F/AUTO', '1400 - 1429 BLOCK OF S STREET NW\n1/8/2013 10:00:00 AM'],
[38.8811427, -77.0154314, 'THEFT F/AUTO', 'OTHERS', '300 - 399 BLOCK OF G STREET SW', '1/8/2013 10:18:00 AM', 'THEFT F/AUTO', '300 - 399 BLOCK OF G STREET SW\n1/8/2013 10:18:00 AM'],
[38.9024947, -77.0162023, 'THEFT/OTHER', 'OTHERS', '400 - 499 BLOCK OF K STREET NW', '1/8/2013 10:00:00 AM', 'THEFT/OTHER', '400 - 499 BLOCK OF K STREET NW\n1/8/2013 10:00:00 AM'],
[38.8807785, -76.9900558, 'THEFT F/AUTO', 'OTHERS', '700 - 799 BLOCK OF 12TH STREET SE', '1/8/2013 10:46:00 AM', 'THEFT F/AUTO', '700 - 799 BLOCK OF 12TH STREET SE\n1/8/2013 10:46:00 AM'],
[38.909048, -77.030537, 'THEFT F/AUTO', 'OTHERS', '1300 - 1399 BLOCK OF RHODE ISLAND AVENUE NW', '1/8/2013 10:03:00 AM', 'THEFT F/AUTO', '1300 - 1399 BLOCK OF RHODE ISLAND AVENUE NW\n1/8/2013 10:03:00 AM'],
[38.9312425, -77.00666009999999, 'THEFT F/AUTO', 'OTHERS', '1 - 99 BLOCK OF IRVING STREET NW', '1/8/2013 11:45:00 AM', 'THEFT F/AUTO', '1 - 99 BLOCK OF IRVING STREET NW\n1/8/2013 11:45:00 AM'],
[38.9049509, -77.063, 'THEFT/OTHER', 'OTHERS', '3200 - 3275 BLOCK OF M STREET NW', '1/8/2013 10:38:00 AM', 'THEFT/OTHER', '3200 - 3275 BLOCK OF M STREET NW\n1/8/2013 10:38:00 AM'],
[38.8888772, -77.0003937, 'THEFT/OTHER', 'OTHERS', '400 - 499 BLOCK OF A STREET SE', '1/8/2013 10:34:00 AM', 'THEFT/OTHER', '400 - 499 BLOCK OF A STREET SE\n1/8/2013 10:34:00 AM'],
[38.897782, -76.984796, 'THEFT F/AUTO', 'OTHERS', '600 - 699 BLOCK OF 14TH PLACE NE', '1/8/2013 10:31:00 AM', 'THEFT F/AUTO', '600 - 699 BLOCK OF 14TH PLACE NE\n1/8/2013 10:31:00 AM'],
[38.906627, -77.043888, 'THEFT/OTHER', 'OTHERS', '1220 - 1299 BLOCK OF 19TH STREET NW', '1/8/2013 10:35:00 AM', 'THEFT/OTHER', '1220 - 1299 BLOCK OF 19TH STREET NW\n1/8/2013 10:35:00 AM'],
[38.829171, -76.99847919999999, 'THEFT/OTHER', 'OTHERS', '4200 - 4283 BLOCK OF 6TH STREET SE', '1/8/2013 12:45:00 PM', 'THEFT/OTHER', '4200 - 4283 BLOCK OF 6TH STREET SE\n1/8/2013 12:45:00 PM'],
[38.8970239, -77.0263964, 'THEFT/OTHER', 'OTHERS', '1000 - 1099 BLOCK OF F STREET NW', '1/8/2013 11:07:00 AM', 'THEFT/OTHER', '1000 - 1099 BLOCK OF F STREET NW\n1/8/2013 11:07:00 AM'],
[38.906703, -77.012683, 'BURGLARY', 'OTHERS', '100 - 199 BLOCK OF N STREET NW', '1/8/2013 12:22:00 PM', 'BURGLARY', '100 - 199 BLOCK OF N STREET NW\n1/8/2013 12:22:00 PM'],
[38.9450486, -77.0284753, 'MOTOR VEHICLE THEFT', 'OTHERS', '1200 - 1299 BLOCK OF ALLISON STREET NE', '1/8/2013 10:35:00 AM', 'MOTOR VEHICLE THEFT', '1200 - 1299 BLOCK OF ALLISON STREET NE\n1/8/2013 10:35:00 AM'],
[38.906627, -77.043888, 'THEFT/OTHER', 'OTHERS', '1220 - 1299 BLOCK OF 19TH STREET NW', '1/8/2013 12:10:00 AM', 'THEFT/OTHER', '1220 - 1299 BLOCK OF 19TH STREET NW\n1/8/2013 12:10:00 AM'],
[38.88969960000001, -76.93210460000002, 'ROBBERY', 'GUN', '1 - 39 BLOCK OF 49TH STREET SE', '1/8/2013 11:25:00 AM', 'ROBBERY : GUN', '1 - 39 BLOCK OF 49TH STREET SE\n1/8/2013 11:25:00 AM'],
[38.9312479, -77.03054300000001, 'THEFT/OTHER', 'OTHERS', '1325 - 1399 BLOCK OF PARK ROAD NW', '1/8/2013 1:06:00 PM', 'THEFT/OTHER', '1325 - 1399 BLOCK OF PARK ROAD NW\n1/8/2013 1:06:00 PM'],
[38.9312479, -77.03054300000001, 'THEFT/OTHER', 'OTHERS', '1325 - 1399 BLOCK OF PARK ROAD NW', '1/8/2013 12:34:00 PM', 'THEFT/OTHER', '1325 - 1399 BLOCK OF PARK ROAD NW\n1/8/2013 12:34:00 PM'],
[38.91556540000001, -77.0076958, 'THEFT F/AUTO', 'OTHERS', 'LINCOLN ROAD NE AND T STREET NE', '1/8/2013 11:05:00 AM', 'THEFT F/AUTO', 'LINCOLN ROAD NE AND T STREET NE\n1/8/2013 11:05:00 AM'],
[38.938159, -77.0743085, 'THEFT/OTHER', 'OTHERS', '3700 - 3899 BLOCK OF WISCONSIN AVENUE NW', '1/8/2013 2:15:00 PM', 'THEFT/OTHER', '3700 - 3899 BLOCK OF WISCONSIN AVENUE NW\n1/8/2013 2:15:00 PM'],
[38.8759774, -77.0132828, 'THEFT/OTHER', 'OTHERS', '1200 - 1399 BLOCK OF DELAWARE AVENUE SW', '1/8/2013 2:00:00 PM', 'THEFT/OTHER', '1200 - 1399 BLOCK OF DELAWARE AVENUE SW\n1/8/2013 2:00:00 PM'],
[38.93003300000001, -77.057553, 'THEFT F/AUTO', 'OTHERS', '2800 - 2899 BLOCK OF CORTLAND PLACE NW', '1/8/2013 2:19:00 PM', 'THEFT F/AUTO', '2800 - 2899 BLOCK OF CORTLAND PLACE NW\n1/8/2013 2:19:00 PM'],
[38.9022102, -76.9447721, 'MOTOR VEHICLE THEFT', 'OTHERS', '1100 - 1299 BLOCK OF KENILWORTH AVENUE NE', '1/8/2013 1:48:00 PM', 'MOTOR VEHICLE THEFT', '1100 - 1299 BLOCK OF KENILWORTH AVENUE NE\n1/8/2013 1:48:00 PM'],
[38.8785712, -76.9961809, 'THEFT F/AUTO', 'OTHERS', '700 - 709 BLOCK OF VIRGINIA AVENUE SE', '1/8/2013 5:09:00 PM', 'THEFT F/AUTO', '700 - 709 BLOCK OF VIRGINIA AVENUE SE\n1/8/2013 5:09:00 PM'],
[38.9199977, -77.0219422, 'THEFT/OTHER', 'OTHERS', '2300 - 2399 BLOCK OF GEORGIA AVENUE NW', '1/8/2013 3:47:00 PM', 'THEFT/OTHER', '2300 - 2399 BLOCK OF GEORGIA AVENUE NW\n1/8/2013 3:47:00 PM'],
[38.9250807, -76.9853011, 'THEFT F/AUTO', 'OTHERS', '1400 - 1499 BLOCK OF RHODE ISLAND AVENUE NE', '1/8/2013 3:45:00 PM', 'THEFT F/AUTO', '1400 - 1499 BLOCK OF RHODE ISLAND AVENUE NE\n1/8/2013 3:45:00 PM'],
[38.88894639999999, -76.9557923, 'BURGLARY', 'OTHERS', '3500 - 3599 BLOCK OF A STREET SE', '1/8/2013 7:08:00 PM', 'BURGLARY', '3500 - 3599 BLOCK OF A STREET SE\n1/8/2013 7:08:00 PM'],
[38.954266, -77.02792769999999, 'THEFT/OTHER', 'OTHERS', '5300  - 5399 BLOCK OF GEORGIA AVENUE NW', '1/8/2013 3:40:00 PM', 'THEFT/OTHER', '5300  - 5399 BLOCK OF GEORGIA AVENUE NW\n1/8/2013 3:40:00 PM'],
[38.9050918, -77.0596602, 'THEFT/OTHER', 'OTHERS', '3000 - 3049 BLOCK OF M STREET NW', '1/8/2013 4:14:00 PM', 'THEFT/OTHER', '3000 - 3049 BLOCK OF M STREET NW\n1/8/2013 4:14:00 PM'],
[38.840913, -76.995831, 'BURGLARY', 'OTHERS', '3303 - 3499 BLOCK OF OXON RUN ROAD SE', '1/8/2013 4:08:00 PM', 'BURGLARY', '3303 - 3499 BLOCK OF OXON RUN ROAD SE\n1/8/2013 4:08:00 PM'],
[38.915728, -77.02644599999999, 'ROBBERY', 'OTHERS', '1900 - 1999 BLOCK OF VERMONT AVENUE NW', '1/8/2013 4:15:00 PM', 'ROBBERY', '1900 - 1999 BLOCK OF VERMONT AVENUE NW\n1/8/2013 4:15:00 PM'],
[38.8475747, -76.9779379, 'BURGLARY', 'OTHERS', '1839 - 2033 BLOCK OF ALABAMA AVENUE SE', '1/8/2013 4:38:00 PM', 'BURGLARY', '1839 - 2033 BLOCK OF ALABAMA AVENUE SE\n1/8/2013 4:38:00 PM'],
[38.8443172, -76.990594, 'ROBBERY', 'OTHERS', '12TH STREET SE AND ALABAMA AVENUE SE', '1/8/2013 5:00:00 PM', 'ROBBERY', '12TH STREET SE AND ALABAMA AVENUE SE\n1/8/2013 5:00:00 PM'],
[38.9118698, -77.0365143, 'THEFT F/AUTO', 'OTHERS', 'CORCORAN STREET NW AND 16TH STREET NW', '1/8/2013 5:30:00 PM', 'THEFT F/AUTO', 'CORCORAN STREET NW AND 16TH STREET NW\n1/8/2013 5:30:00 PM'],
[38.924544, -77.029889, 'BURGLARY', 'OTHERS', '1300 - 1399 BLOCK OF FAIRMONT STREET NW', '1/8/2013 5:04:00 PM', 'BURGLARY', '1300 - 1399 BLOCK OF FAIRMONT STREET NW\n1/8/2013 5:04:00 PM'],
[38.934114, -77.057209, 'THEFT/OTHER', 'OTHERS', '3319 - 3499 BLOCK OF CONNECTICUT AVENUE NW', '1/8/2013 5:54:00 PM', 'THEFT/OTHER', '3319 - 3499 BLOCK OF CONNECTICUT AVENUE NW\n1/8/2013 5:54:00 PM'],
[38.914891, -77.043767, 'BURGLARY', 'OTHERS', '1820 - 1899 BLOCK OF 19TH STREET NW', '1/8/2013 5:40:00 PM', 'BURGLARY', '1820 - 1899 BLOCK OF 19TH STREET NW\n1/8/2013 5:40:00 PM'],
[38.914891, -77.043767, 'BURGLARY', 'OTHERS', '1820 - 1899 BLOCK OF 19TH STREET NW', '1/8/2013 6:27:00 PM', 'BURGLARY', '1820 - 1899 BLOCK OF 19TH STREET NW\n1/8/2013 6:27:00 PM'],
[38.914891, -77.043767, 'BURGLARY', 'OTHERS', '1820 - 1899 BLOCK OF 19TH STREET NW', '1/8/2013 6:28:00 PM', 'BURGLARY', '1820 - 1899 BLOCK OF 19TH STREET NW\n1/8/2013 6:28:00 PM'],
[38.9118759, -77.0091322, 'BURGLARY', 'OTHERS', '1 - 99 BLOCK OF QUINCY PLACE NW', '1/8/2013 7:23:00 PM', 'BURGLARY', '1 - 99 BLOCK OF QUINCY PLACE NW\n1/8/2013 7:23:00 PM'],
[38.902018, -76.976518, 'BURGLARY', 'OTHERS', '900 - 999 BLOCK OF 19TH STREET NE', '1/8/2013 6:30:00 PM', 'BURGLARY', '900 - 999 BLOCK OF 19TH STREET NE\n1/8/2013 6:30:00 PM'],
[38.857212, -76.9646097, 'ROBBERY', 'GUN', '3000 - 3099 BLOCK OF ERIE STREET SE', '1/8/2013 5:50:00 PM', 'ROBBERY : GUN', '3000 - 3099 BLOCK OF ERIE STREET SE\n1/8/2013 5:50:00 PM'],
[38.9005114, -77.0094721, 'THEFT/OTHER', 'OTHERS', '800 - 999 BLOCK OF NORTH CAPITOL STREET', '1/8/2013 6:05:00 PM', 'THEFT/OTHER', '800 - 999 BLOCK OF NORTH CAPITOL STREET\n1/8/2013 6:05:00 PM'],
[38.896455, -77.0487784, 'BURGLARY', 'OTHERS', '500 - 599 BLOCK OF 22ND STREET NW', '1/8/2013 7:00:00 PM', 'BURGLARY', '500 - 599 BLOCK OF 22ND STREET NW\n1/8/2013 7:00:00 PM'],
[38.8974963, -76.9377701, 'BURGLARY', 'OTHERS', '1100 - 1199 BLOCK OF 45TH STREET NE', '1/8/2013 6:15:00 PM', 'BURGLARY', '1100 - 1199 BLOCK OF 45TH STREET NE\n1/8/2013 6:15:00 PM'],
[38.9096329, -76.9853394, 'ROBBERY', 'OTHERS', '1200 - 1299 BLOCK OF SIMMS PLACE NE', '1/8/2013 6:22:00 PM', 'ROBBERY', '1200 - 1299 BLOCK OF SIMMS PLACE NE\n1/8/2013 6:22:00 PM'],
[38.912455, -77.02015, 'ROBBERY', 'OTHERS', '600 - 629 BLOCK OF R STREET NW', '1/8/2013 7:07:00 PM', 'ROBBERY', '600 - 629 BLOCK OF R STREET NW\n1/8/2013 7:07:00 PM'],
[38.845445, -76.996803, 'THEFT/OTHER', 'OTHERS', '2918 - 2999 BLOCK OF MARTIN LUTHER KING JR AVENUE SE', '1/8/2013 7:35:00 PM', 'THEFT/OTHER', '2918 - 2999 BLOCK OF MARTIN LUTHER KING JR AVENUE SE\n1/8/2013 7:35:00 PM'],
[38.8959642, -76.993748, 'THEFT F/AUTO', 'OTHERS', '9TH STREET NE AND MARYLAND AVENUE NE', '1/8/2013 8:00:00 PM', 'THEFT F/AUTO', '9TH STREET NE AND MARYLAND AVENUE NE\n1/8/2013 8:00:00 PM'],
